SPECIES_CODE,COMMON_NAME_ZH_CN,COMMON_NAME_US
ashbab1,Ashy-headed Babbler,Ashy-headed Babbler
sptbab1,白腹幽鹛,Spot-throated Babbler
bubbab1,棕胸幽鹛,Buff-breasted Babbler
sumbab1,Sumatran Babbler,Sumatran Babbler
tembab1,Temminck's Babbler,Temminck's Babbler
whcbab1,Malayan/Bornean Swamp Babbler,White-chested Babbler
whcbab2,Malayan Swamp Babbler,White-chested Babbler (Malayan)
whcbab3,Bornean Swamp Babbler,White-chested Babbler (Bornean)
ferbab1,Ferruginous Babbler,Ferruginous Babbler
sulbab1,Sulawesi Babbler,Sulawesi Babbler
ruvpri1,Rufous-vented Grass Babbler,Rufous-vented Grass Babbler
swapri1,Swamp Grass Babbler,Swamp Grass Babbler
broill1,Brown Illadopsis,Brown Illadopsis
brnill1,Brown Illadopsis (Moloney's),Brown Illadopsis (Moloney's)
brnill2,Brown Illadopsis (Brown),Brown Illadopsis (Brown)
pabill1,Pale-breasted Illadopsis,Pale-breasted Illadopsis
y01317,Brown/Pale-breasted Illadopsis,Brown/Pale-breasted Illadopsis
pabill3,Tanzanian Illadopsis,Tanzanian Illadopsis
mouill1,Mountain Illadopsis,Mountain Illadopsis
blaill1,Blackcap Illadopsis,Blackcap Illadopsis
blaill2,Blackcap Illadopsis (Western),Blackcap Illadopsis (Western)
blaill3,Blackcap Illadopsis (Eastern),Blackcap Illadopsis (Eastern)
blaill4,Blackcap Illadopsis (Bioko),Blackcap Illadopsis (Bioko)
scbill1,Scaly-breasted Illadopsis,Scaly-breasted Illadopsis
y01319,Pale-breasted/Scaly-breasted Illadopsis,Pale-breasted/Scaly-breasted Illadopsis
y01318,Mountain/Scaly-breasted Illadopsis,Mountain/Scaly-breasted Illadopsis
thrbab1,Spotted Thrush-Babbler,Thrush Babbler
thrbab2,Spotted Thrush-Babbler (Rufous-tailed),Thrush Babbler (Rufous-tailed)
thrbab3,Spotted Thrush-Babbler (Thrush),Thrush Babbler (Thrush)
thrbab4,Spotted Thrush-Babbler (Olive),Thrush Babbler (Olive)
puvill1,Puvel's Illadopsis,Puvel's Illadopsis
ruwill1,Rufous-winged Illadopsis,Rufous-winged Illadopsis
illado1,Illadopsis sp.,illadopsis sp.
stwbab3,Striped Wren-Babbler,Striped Wren-Babbler
abbbab1,阿氏雅鹛,Abbott's Babbler
horbab2,Horsfield's Babbler,Horsfield's Babbler
horbab1,Horsfield's Babbler (Hartert's),Horsfield's Babbler (Hartert's)
horbab3,Horsfield's Babbler (Horsfield's),Horsfield's Babbler (Horsfield's)
horbab4,Horsfield's Babbler (Salvadori's),Horsfield's Babbler (Salvadori's)
blbbab1,Black-browed Babbler,Black-browed Babbler
mowbab1,Mountain Wren-Babbler,Mountain Wren-Babbler
stwbab1,短尾鹪鹛,Streaked Wren-Babbler
limwrb4,灰岩鹪鹛,Annam Limestone Babbler
limwrb2,Rufous Limestone Babbler,Rufous Limestone Babbler
limwrb3,Variable Limestone Babbler,Variable Limestone Babbler
liwbab1,limestone babbler sp.,limestone babbler sp.
rbwbab1,Rusty-breasted Wren-Babbler,Rusty-breasted Wren-Babbler
stwbab2,Striated Wren-Babbler,Striated Wren-Babbler
strwrb13,Striated Wren-Babbler (minuta/fortichi),Striated Wren-Babbler (minuta/fortichi)
strwrb14,Striated Wren-Babbler (mindanensis/basilanica),Striated Wren-Babbler (mindanensis/basilanica)
bowbab1,Bornean Wren-Babbler,Bornean Wren-Babbler
fawbab1,Falcated Wren-Babbler,Falcated Wren-Babbler
eywbab1,纹胸鹪鹛,Eyebrowed Wren-Babbler
lbwbab1,长嘴鹩鹛,Long-billed Wren-Babbler
sumwrb1,Sumatran Wren-Babbler,Sumatran Wren-Babbler
whtwrb1,White-throated Wren-Babbler,White-throated Wren-Babbler
namscb1,瑙蒙短尾鹛,Naung Mung Scimitar-Babbler
stsbab1,短尾鹛,Short-tailed Scimitar-Babbler
pellor1,未识别的幽鹛科鸟类,Pellorneidae sp.
brcful1,褐脸雀鹛,Brown-cheeked Fulvetta
bkbful1,Black-browed Fulvetta,Black-browed Fulvetta
broful1,Brown Fulvetta,Brown Fulvetta
javful1,Javan Fulvetta,Javan Fulvetta
nepful1,白眶雀鹛,Nepal Fulvetta
gycful3,灰眶雀鹛,David's Fulvetta
gycful5,淡眉雀鹛,Huet's Fulvetta
gycful1,台湾雀鹛,Morrison's Fulvetta
gycful4,云南雀鹛,Yunnan Fulvetta
mouful1,Mountain Fulvetta,Mountain Fulvetta
y00653,Black-browed/Mountain Fulvetta,Black-browed/Mountain Fulvetta
alcipp1,未识别的Alcippe属雀鹛,Alcippe sp.
strlau2,条纹噪鹛,Striated Laughingthrush
cutia1,斑胁姬鹛,Himalayan Cutia
viecut1,Vietnamese Cutia,Vietnamese Cutia
gyccro1,Grey-crowned Crocias,Gray-crowned Crocias
spocro1,Spotted Crocias,Spotted Crocias
scalau1,纯色噪鹛,Scaly Laughingthrush
brclau1,Brown-capped Laughingthrush,Brown-capped Laughingthrush
blwlau1,蓝翅噪鹛,Blue-winged Laughingthrush
strlau1,细纹噪鹛,Streaked Laughingthrush
bhulau1,丽星噪鹛,Bhutan Laughingthrush
strlau3,Striped Laughingthrush,Striped Laughingthrush
varlau1,杂色噪鹛,Variegated Laughingthrush
blflau1,黑顶噪鹛,Black-faced Laughingthrush
whwlau1,玉山噪鹛,White-whiskered Laughingthrush
prhlau1,灰腹噪鹛,Prince Henry's Laughingthrush
elllau1,橙翅噪鹛,Elliot's Laughingthrush
retlau1,赤尾噪鹛,Red-tailed Laughingthrush
collau1,Collared Laughingthrush,Collared Laughingthrush
chclau2,红头噪鹛,Chestnut-crowned Laughingthrush
chclau10,红头噪鹛 (栗冠),Chestnut-crowned Laughingthrush (Chestnut-crowned)
chclau9,红头噪鹛 (灰冠),Chestnut-crowned Laughingthrush (Gray-crowned)
asslau1,金翅噪鹛,Assam Laughingthrush
rewlau1,丽色噪鹛,Red-winged Laughingthrush
sielau1,银耳噪鹛,Silver-eared Laughingthrush
gowlau1,Golden-winged Laughingthrush,Golden-winged Laughingthrush
mallau1,Malayan Laughingthrush,Malayan Laughingthrush
trocha1,未识别的Trochalopteron属噪鹛,Trochalopteron sp.
bkclau1,Banasura Laughingthrush,Banasura Laughingthrush
bkclau2,Nilgiri Laughingthrush,Nilgiri Laughingthrush
kerlau2,Palani Laughingthrush,Palani Laughingthrush
kerlau3,Ashambu Laughingthrush,Ashambu Laughingthrush
lotsib1,长尾奇鹛,Long-tailed Sibia
whesib1,白耳奇鹛,White-eared Sibia
rufsib1,黑顶奇鹛,Rufous Sibia
beasib1,丽色奇鹛,Beautiful Sibia
beasib2,丽色奇鹛 (黑耳羽),Beautiful Sibia (Black-eared)
beasib3,丽色奇鹛 (灰耳羽),Beautiful Sibia (Gray-eared)
grysib1,灰奇鹛,Gray Sibia
blbsib1,黑背奇鹛,Black-backed Sibia
blhsib1,黑头奇鹛,Black-headed Sibia
bkhsib1,黑头奇鹛 (黑眶),Black-headed Sibia (Black-headed)
bkhsib2,黑头奇鹛 (engelbachi/kingi),Black-headed Sibia (engelbachi/kingi)
bkhsib3,黑头奇鹛 (robinsoni),Black-headed Sibia (Lang Bian)
hotbar1,纹头斑翅鹛,Hoary-throated Barwing
taibar1,台湾斑翅鹛,Taiwan Barwing
sttbar1,纹胸斑翅鹛,Streak-throated Barwing
sttbar2,纹胸斑翅鹛 (灰胸),Streak-throated Barwing (Gray-chested)
sttbar6,纹胸斑翅鹛 (棕胸),Streak-throated Barwing (Rufous-chested)
x01198,纹头斑翅鹛x纹胸斑翅鹛 (杂交),Hoary-throated x Streak-throated Barwing (hybrid)
y00753,纹头斑翅鹛/纹胸斑翅鹛,Hoary-throated/Streak-throated Barwing
strbar1,灰头斑翅鹛,Streaked Barwing
blwmin1,蓝翅希鹛,Blue-winged Minla
chtmin1,斑喉希鹛,Chestnut-tailed Minla
rufbar1,锈额斑翅鹛,Rusty-fronted Barwing
spebar1,白眶斑翅鹛,Spectacled Barwing
spebar2,白眶斑翅鹛 (东部),Spectacled Barwing (Eastern)
spebar3,白眶斑翅鹛 (西部),Spectacled Barwing (Western)
bkcbar1,Black-crowned Barwing,Black-crowned Barwing
reblei,红嘴相思鸟,Red-billed Leiothrix
siemes1,银耳相思鸟,Silver-eared Mesia
siemes2,银耳相思鸟 (橙胸),Silver-eared Mesia (Silver-eared)
siemes3,银耳相思鸟 (laurinae/rookmakeri),Silver-eared Mesia (Sumatran)
retmin1,火尾希鹛,Red-tailed Minla
rubsib1,栗背奇鹛,Rufous-backed Sibia
rubsib7,栗背奇鹛 (栗背),Rufous-backed Sibia (Rufous-backed)
rubsib6,栗背奇鹛 (黑背),Rufous-backed Sibia (Dalat)
buglio1,黑冠薮鹛,Bugun Liocichla
gyflio1,灰胸薮鹛,Emei Shan Liocichla
stelio1,黄痣薮鹛,Taiwan Liocichla
reflio2,灰头薮鹛 (赤脸薮鹛),Red-faced Liocichla
reflio3,红翅薮鹛,Scarlet-faced Liocichla
lagbab2,Large Grey Babbler,Large Gray Babbler
ashlau1,Ashy-headed Laughingthrush,Ashy-headed Laughingthrush
slbbab1,细嘴鸫鹛,Slender-billed Babbler
rufbab3,Rufous Babbler,Rufous Babbler
orbbab1,Orange-billed Babbler,Orange-billed Babbler
junbab2,丛林鸫鹛,Jungle Babbler
junbab1,丛林鸫鹛 [striata Group],Jungle Babbler (Jungle)
junbab3,丛林鸫鹛 (somervillei),Jungle Babbler (Black-winged)
yebbab1,Yellow-billed Babbler,Yellow-billed Babbler
y00818,Jungle/Yellow-billed Babbler,Jungle/Yellow-billed Babbler
rufcha2,Rufous Chatterer,Rufous Chatterer
scacha1,Scaly Chatterer,Scaly Chatterer
irabab1,Iraq Babbler,Iraq Babbler
combab1,Afghan Babbler,Afghan Babbler
combab3,Common Babbler,Common Babbler
fulcha1,Fulvous Babbler,Fulvous Chatterer
arabab1,Arabian Babbler,Arabian Babbler
strbab1,纹背鸫鹛,Striated Babbler
y01072,Common/Striated Babbler,Common/Striated Babbler
whtbab1,White-throated Babbler,White-throated Babbler
spibab1,Spiny Babbler,Spiny Babbler
capbab1,Capuchin Babbler,Capuchin Babbler
capbab2,Capuchin Babbler (Grey-hooded),Capuchin Babbler (Gray-hooded)
capbab4,Capuchin Babbler (Black-crowned),Capuchin Babbler (Black-crowned)
capbab3,Capuchin Babbler (Brown-throated),Capuchin Babbler (Brown-throated)
wtmbab1,White-throated Mountain Babbler,White-throated Mountain-Babbler
chmbab1,Chapin's Babbler,Chapin's Mountain-Babbler
rcmbab1,Red-collared Babbler,Red-collared Mountain-Babbler
brobab1,Brown Babbler,Brown Babbler
whrbab2,White-rumped Babbler,White-rumped Babbler
hipbab1,Hinde's Babbler,Hinde's Pied-Babbler
scabab2,Scaly Babbler,Scaly Babbler
armbab1,Arrow-marked Babbler,Arrow-marked Babbler
bacbab1,Bare-cheeked Babbler,Bare-cheeked Babbler
crebab1,White-headed Babbler,Cretzschmar's Babbler
blabab2,Blackcap Babbler,Blackcap Babbler
blabab1,Blackcap Babbler (Blackcap),Blackcap Babbler (Blackcap)
blabab3,Blackcap Babbler (Dusky-throated),Blackcap Babbler (Dusky-throated)
dusbab2,Dusky Babbler,Dusky Babbler
sopbab1,Southern Pied Babbler,Southern Pied-Babbler
harbab1,Hartlaub's Babbler,Hartlaub's Babbler
bklbab1,Black-lored Babbler,Black-lored Babbler
bklbab2,Black-lored Babbler (Sharpe's),Black-lored Babbler (Sharpe's)
bklbab3,Black-lored Babbler (Nanyuki),Black-lored Babbler (Nanyuki)
bkfbab1,Black-faced Babbler,Black-faced Babbler
norpib1,Northern Pied Babbler,Northern Pied-Babbler
turdoi1,Argya/Turdoides sp.,Argya/Turdoides sp.
spblau1,斑胸噪鹛,Spot-breasted Laughingthrush
orblau1,Orange-breasted Laughingthrush,Orange-breasted Laughingthrush
melthr,画眉,Chinese Hwamei
taihwa1,台湾画眉,Taiwan Hwamei
x00816,画眉x台湾画眉 (杂交),Chinese x Taiwan Hwamei (hybrid)
y00910,画眉/台湾画眉,Chinese/Taiwan Hwamei
lenlau1,小黑领噪鹛,Lesser Necklaced Laughingthrush
ruflau1,Rufous-fronted Laughingthrush,Rufous-fronted Laughingthrush
sunlau1,Sunda Laughingthrush,Sunda Laughingthrush
whclau2,白冠噪鹛,White-crested Laughingthrush
sumlau1,Sumatran Laughingthrush,Sumatran Laughingthrush
blhlau1,Black-hooded Laughingthrush,Black-hooded Laughingthrush
whnlau1,白颈噪鹛,White-necked Laughingthrush
camlau1,Cambodian Laughingthrush,Cambodian Laughingthrush
grylau1,褐胸噪鹛,Gray Laughingthrush
ruclau3,栗颊噪鹛,Rufous-cheeked Laughingthrush
garrul1,未识别的Garrulax属噪鹛,Garrulax sp.
suklau1,黑额山噪鹛,Snowy-cheeked Laughingthrush
ruclau1,棕颏噪鹛,Rufous-chinned Laughingthrush
chelau1,Chestnut-eared Laughingthrush,Chestnut-eared Laughingthrush
moulau1,灰翅噪鹛,Moustached Laughingthrush
moulau2,灰翅噪鹛 (黑冠),Moustached Laughingthrush (Western)
moulau3,灰翅噪鹛 (灰冠),Moustached Laughingthrush (Eastern)
spolau1,眼纹噪鹛,Spotted Laughingthrush
spolau6,眼纹噪鹛 (褐脸),Spotted Laughingthrush (Brown-cheeked)
spolau5,眼纹噪鹛 (黑头),Spotted Laughingthrush (Black-headed)
gialau1,大噪鹛,Giant Laughingthrush
bielau1,白点噪鹛,Biet's Laughingthrush
barlau1,斑背噪鹛,Barred Laughingthrush
wynlau1,Wayanad Laughingthrush,Wayanad Laughingthrush
ruvlau1,棕臀噪鹛,Rufous-vented Laughingthrush
whclau1,White-cheeked Laughingthrush,White-cheeked Laughingthrush
yetlau1,黄喉噪鹛,Yellow-throated Laughingthrush
buclau1,靛冠噪鹛,Blue-crowned Laughingthrush
chclau3,Chestnut-capped Laughingthrush,Chestnut-capped Laughingthrush
chhlau1,Chestnut-hooded Laughingthrush,Chestnut-hooded Laughingthrush
merlau1,Meratus Laughingthrush (undescribed form),Meratus Laughingthrush (undescribed form)
runlau1,栗颈噪鹛,Rufous-necked Laughingthrush
chblau1,Chestnut-backed Laughingthrush,Chestnut-backed Laughingthrush
bltlau1,黑喉噪鹛,Black-throated Laughingthrush
bktlau1,黑喉噪鹛 (白颊),Black-throated Laughingthrush (Black-throated)
bktlau2,黑喉噪鹛 (海南),Black-throated Laughingthrush (Hainan)
whblau1,白颊噪鹛,White-browed Laughingthrush
maslau1,黑脸噪鹛,Masked Laughingthrush
gnlthr,黑领噪鹛,Greater Necklaced Laughingthrush
y01002,小黑领噪鹛/黑领噪鹛,Lesser/Greater Necklaced Laughingthrush
pedlau1,山噪鹛,Pere David's Laughingthrush
chibub1,Mount Victoria Babax,Mount Victoria Babax
chibab2,矛纹草鹛,Chinese Babax
giabab1,大草鹛,Giant Babax
tibbab1,棕草鹛,Tibetan Babax
whtlau1,白喉噪鹛,White-throated Laughingthrush
ruclau2,台湾白喉噪鹛,Rufous-crowned Laughingthrush
gyslau,灰胁噪鹛,Gray-sided Laughingthrush
buflau1,棕噪鹛,Buffy Laughingthrush
ruslau1,台湾棕噪鹛,Rusty Laughingthrush
iantho1,未识别的Ianthocincla/Pterorhinus属噪鹛,Ianthocincla/Pterorhinus sp.
laughi1,未识别的噪鹛类,laughingthrush sp.
ruckin,Ruby-crowned Kinglet,Ruby-crowned Kinglet
gockin,Golden-crowned Kinglet,Golden-crowned Kinglet
y00425,Ruby-crowned/Golden-crowned Kinglet,Ruby-crowned/Golden-crowned Kinglet
goldcr1,戴菊,Goldcrest
goldcr6,戴菊 (欧洲至中亚),Goldcrest (European)
goldcr7,戴菊 (ellenthalerae),Goldcrest (western Canary Islands)
caikin1,戴菊 (teneriffae),Goldcrest (Tenerife)
goldcr2,戴菊 (azoricus),Goldcrest (Sao Miguel)
goldcr3,戴菊 (sanctaemariae),Goldcrest (Santa Maria)
goldcr4,戴菊 (inermis),Goldcrest (Western Azores)
goldcr5,戴菊 (东亚),Goldcrest (Asian)
flamec1,台湾戴菊,Flamecrest
firecr3,Madeira Firecrest,Madeira Firecrest
firecr1,Common Firecrest,Common Firecrest
y00622,Goldcrest/Common Firecrest,Goldcrest/Common Firecrest
wallcr1,红翅旋壁雀,Wallcreeper
whcnut1,喜山白脸䴓,White-cheeked Nuthatch
prznut1,白脸䴓,Przevalski's Nuthatch
gianut1,巨䴓,Giant Nuthatch
whbnut,White-breasted Nuthatch,White-breasted Nuthatch
whbnut2,White-breasted Nuthatch (Eastern),White-breasted Nuthatch (Eastern)
whbnut3,White-breasted Nuthatch (Interior West),White-breasted Nuthatch (Interior West)
whbnut4,White-breasted Nuthatch (Pacific),White-breasted Nuthatch (Pacific)
beanut1,丽䴓,Beautiful Nuthatch
blunut1,Blue Nuthatch,Blue Nuthatch
vefnut1,绒额䴓,Velvet-fronted Nuthatch
yebnut1,淡紫䴓,Yellow-billed Nuthatch
y01044,绒额䴓/淡紫䴓,Velvet-fronted/Yellow-billed Nuthatch
subnut1,Sulphur-billed Nuthatch,Sulphur-billed Nuthatch
pygnut,Pygmy Nuthatch,Pygmy Nuthatch
bnhnut,Brown-headed Nuthatch,Brown-headed Nuthatch
bnhnut2,Bahama Nuthatch,Bahama Nuthatch
yunnut1,滇䴓,Yunnan Nuthatch
algnut1,Algerian Nuthatch,Algerian Nuthatch
krunut1,Krüper's Nuthatch,Krüper's Nuthatch
rebnut,Red-breasted Nuthatch,Red-breasted Nuthatch
cornut1,Corsican Nuthatch,Corsican Nuthatch
snbnut1,黑头䴓,Snowy-browed Nuthatch
rocnut1,Western Rock Nuthatch,Western Rock Nuthatch
pernut1,岩䴓,Eastern Rock Nuthatch
y00903,Western/Eastern Rock Nuthatch,Western/Eastern Rock Nuthatch
eurnut6,Siberian Nuthatch,Siberian Nuthatch
whbnut1,White-browed Nuthatch,White-browed Nuthatch
whtnut1,白尾䴓,White-tailed Nuthatch
chbnut2,Indian Nuthatch,Indian Nuthatch
chbnut3,栗腹䴓,Chestnut-bellied Nuthatch
y00902,Indian/Chestnut-bellied Nuthatch,Indian/Chestnut-bellied Nuthatch
chbnut4,缅甸䴓,Burmese Nuthatch
y01266,栗腹䴓/缅甸䴓,Chestnut-bellied/Burmese Nuthatch
eurnut2,普通䴓,Eurasian Nuthatch
eurnut9,普通䴓 [europaea Group],Eurasian Nuthatch (Western)
eurnut10,普通䴓 (白腹),Eurasian Nuthatch (White-bellied)
eurnut7,普通䴓 (白喉栗腹),Eurasian Nuthatch (Buff-bellied)
eurnut8,普通䴓 (栗喉栗腹),Eurasian Nuthatch (Chinese)
y01222,Siberian/Eurasian Nuthatch,Siberian/Eurasian Nuthatch
chvnut1,栗臀䴓,Chestnut-vented Nuthatch
kasnut1,Kashmir Nuthatch,Kashmir Nuthatch
nuthat1,未识别的䴓,nuthatch sp.
spocre2,African Spotted Creeper,African Spotted Creeper
spocre3,Indian Spotted Creeper,Indian Spotted Creeper
eurtre1,欧亚旋木雀,Eurasian Treecreeper
eurtre3,霍氏旋木雀,Hodgson's Treecreeper
sictre1,四川旋木雀,Sichuan Treecreeper
brncre,Brown Creeper,Brown Creeper
brncre1,Brown Creeper (occidentalis Group),Brown Creeper (occidentalis Group)
brncre5,Brown Creeper (montana/idahoensis),Brown Creeper (montana/idahoensis)
brncre3,Brown Creeper (americana/nigrescens),Brown Creeper (americana/nigrescens)
brncre2,Brown Creeper (albescens/alticola),Brown Creeper (albescens/alticola)
brncre6,Brown Creeper (pernigra),Brown Creeper (pernigra)
brncre4,Brown Creeper (extima),Brown Creeper (extima)
shttre1,Short-toed Treecreeper,Short-toed Treecreeper
y00640,Eurasian/Short-toed Treecreeper,Eurasian/Short-toed Treecreeper
battre1,高山旋木雀,Bar-tailed Treecreeper
ruftre4,锈红腹旋木雀,Rusty-flanked Treecreeper
bnttre1,褐喉旋木雀,Sikkim Treecreeper
bnttre2,休氏旋木雀,Hume's Treecreeper
certhi1,未识别的旋木雀,treecreeper sp.
colgna1,Collared Gnatwren,Collared Gnatwren
tafgna1,Tawny-faced Gnatwren,Tawny-faced Gnatwren
lobgna5,Trilling Gnatwren,Long-billed Gnatwren
lobgna3,Trilling Gnatwren (rufiventris Group),Long-billed Gnatwren (rufiventris Group)
lobgna2,Trilling Gnatwren (Long-billed),Long-billed Gnatwren (Trilling)
lobgna4,Chattering Gnatwren,Chattering Gnatwren
lobgna1,Trilling/Chattering Gnatwren,Long-billed/Chattering Gnatwren
guigna3,Guianan Gnatcatcher,Guianan Gnatcatcher
sltgna1,Slate-throated Gnatcatcher,Slate-throated Gnatcatcher
iqugna1,Iquitos Gnatcatcher,Iquitos Gnatcatcher
guigna2,Rio Negro Gnatcatcher,Rio Negro Gnatcatcher
y01156,Guianan/Rio Negro Gnatcatcher,Guianan/Rio Negro Gnatcatcher
inagna1,Inambari Gnatcatcher,Inambari Gnatcatcher
guigna4,Para Gnatcatcher,Klages's Gnatcatcher
y01157,Inambari/Para Gnatcatcher,Inambari/Klages's Gnatcatcher
masgna1,Masked Gnatcatcher,Masked Gnatcatcher
crbgna1,Creamy-bellied Gnatcatcher,Creamy-bellied Gnatcatcher
cubgna1,Cuban Gnatcatcher,Cuban Gnatcatcher
trogna1,Tropical Gnatcatcher,Tropical Gnatcatcher
trogna9,Tropical Gnatcatcher (plumbiceps/anteocularis),Tropical Gnatcatcher (plumbiceps/anteocularis)
trogna6,Tropical Gnatcatcher (innotata),Tropical Gnatcatcher (innotata)
trogna8,Tropical Gnatcatcher (plumbea),Tropical Gnatcatcher (plumbea)
trogna7,Tropical Gnatcatcher (parvirostris),Tropical Gnatcatcher (parvirostris)
trogna5,Tropical Gnatcatcher (atricapilla),Tropical Gnatcatcher (atricapilla)
trogna3,Maranon Gnatcatcher,Marañon Gnatcatcher
whlgna3,Yucatan Gnatcatcher,Yucatan Gnatcatcher
trogna2,White-browed Gnatcatcher,White-browed Gnatcatcher
buggna,Blue-grey Gnatcatcher,Blue-gray Gnatcatcher
buggna2,Blue-grey Gnatcatcher (Western),Blue-gray Gnatcatcher (Western)
buggna1,Blue-grey Gnatcatcher (Eastern),Blue-gray Gnatcatcher (Eastern)
buggna3,Blue-grey Gnatcatcher (Cozumel),Blue-gray Gnatcatcher (Cozumel)
bktgna,Black-tailed Gnatcatcher,Black-tailed Gnatcatcher
calgna,California Gnatcatcher,California Gnatcatcher
bkcgna,Black-capped Gnatcatcher,Black-capped Gnatcatcher
x00643,Black-tailed x Black-capped Gnatcatcher (hybrid),Black-tailed x Black-capped Gnatcatcher (hybrid)
whlgna2,White-lored Gnatcatcher,White-lored Gnatcatcher
whlgna4,White-lored Gnatcatcher (Van Rossem's),White-lored Gnatcatcher (Van Rossem's)
whlgna5,White-lored Gnatcatcher (Central American),White-lored Gnatcatcher (Central American)
gnatca1,gnatcatcher sp.,gnatcatcher sp.
rocwre,Rock Wren,Rock Wren
rocwre1,Rock Wren (Northern),Rock Wren (Northern)
rocwre2,Rock Wren (Central American),Rock Wren (Central American)
nigwre1,Northern Nightingale-Wren,Nightingale Wren
scbwre1,Southern Nightingale-Wren,Scaly-breasted Wren
scbwre2,Southern Nightingale-Wren (Whistling),Scaly-breasted Wren (Whistling)
scbwre3,Southern Nightingale-Wren (Scaly),Scaly-breasted Wren (Scaly)
scbwre4,Southern Nightingale-Wren (Southern),Scaly-breasted Wren (Southern)
fluwre1,Flutist Wren,Flutist Wren
wibwre1,Wing-banded Wren,Wing-banded Wren
gymwre1,Grey-mantled Wren,Gray-mantled Wren
tobwre1,Tooth-billed Wren,Tooth-billed Wren
canwre,Canyon Wren,Canyon Wren
sumwre1,Sumichrast's Wren,Sumichrast's Wren
navwre1,Nava's Wren,Nava's Wren
zapwre1,Zapata Wren,Zapata Wren
houwre,Northern House Wren,Northern House Wren
houwre1,Northern House Wren (Northern),Northern House Wren (Northern)
bntwre1,Northern House Wren (Brown-throated),Northern House Wren (Brown-throated)
houwre3,Cozumel Wren,Cozumel Wren
cinwre1,Kalinago Wren,Kalinago Wren
houwre9,Kalinago Wren (Guadeloupe),Kalinago Wren (Guadeloupe)
houwre6,Kalinago Wren (Dominica),Kalinago Wren (Dominica)
houwre7,Kalinago Wren (Martinique),Kalinago Wren (Martinique)
houwre8,St. Lucia Wren,St. Lucia Wren
houwre10,St. Vincent Wren,St. Vincent Wren
houwre11,Grenada Wren,Grenada Wren
houwre4,Southern House Wren,Southern House Wren
sohwre4,Southern House Wren (Central American),Southern House Wren (Central American)
sohwre5,Southern House Wren (North Andean),Southern House Wren (North Andean)
houwre31,Southern House Wren (South Peruvian),Southern House Wren (South Peruvian)
sohwre6,Southern House Wren (cis-Andean),Southern House Wren (cis-Andean)
y01309,Northern/Southern House Wren,Northern/Southern House Wren
houwre5,Cobb's Wren,Cobb's Wren
socwre2,Socorro Wren,Socorro Wren
clawre1,Clarion Wren,Clarion Wren
rubwre2,Rufous-browed Wren,Rufous-browed Wren
ochwre1,Ochraceous Wren,Ochraceous Wren
mouwre1,Mountain Wren,Mountain Wren
samwre1,Santa Marta Wren,Santa Marta Wren
tepwre1,Tepui Wren,Tepui Wren
winwre4,鹪鹩,Eurasian Wren
eurwre1,鹪鹩 (islandicus),Eurasian Wren (Iceland)
eurwre2,鹪鹩 (borealis),Eurasian Wren (Faroe)
eurwre3,鹪鹩 (zetlandicus),Eurasian Wren (Shetland)
eurwre4,鹪鹩 (hebridensis),Eurasian Wren (Hebridean)
eurwre5,鹪鹩 (fridariensis),Eurasian Wren (Fair Isle)
eurwre6,鹪鹩 (hirtensis),Eurasian Wren (St. Kilda)
eurwre7,鹪鹩 (indigenus),Eurasian Wren (British)
eurwre8,鹪鹩 (欧亚),Eurasian Wren (Eurasian)
pacwre1,Pacific Wren,Pacific Wren
winwre1,Pacific Wren (alascensis Group),Pacific Wren (alascensis Group)
winwre2,Pacific Wren (Pacific),Pacific Wren (Pacific)
winwre3,Winter Wren,Winter Wren
winwre,Pacific/Winter Wren,Pacific/Winter Wren
